City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
463,Whitianga,NZ,73.02,overcast clouds,-36.8333,175.7,Beachside Resort Whitianga
464,San Lawrenz,MT,56.86,broken clouds,36.0553,14.204,San Andrea Hotel
465,Hualmay,PE,75.15,scattered clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
466,Saint-Pierre,RE,83.88,clear sky,-21.3393,55.4781,Lindsey Hôtel
467,Najran,SA,72.25,few clouds,17.4924,44.1277,محمد هادي ال فطيح
468,Balabac,PH,80.31,overcast clouds,7.9868,117.0645,Batalla’s Lodging House
469,Auki,SB,79.23,broken clouds,-8.7676,160.7034,Auki Motel
470,Mamallapuram,IN,81.05,broken clouds,12.6264,80.1722,Radisson Blu Resort Temple Bay Mamallapuram
471,Ketchikan,US,40.03,light rain,55.3422,-131.6461,Snow's Cove Lodge
472,Sampit,ID,74.52,light rain,-2.5333,112.95,Aquarius Boutique Hotel Sampit
474,Carrigaline,IE,51.62,broken clouds,51.8117,-8.3986,Carrigaline Court Hotel
475,Duyun,CN,44.85,overcast clouds,26.2667,107.5167,Na Li Guesthouse
476,Abnub,EG,57.42,clear sky,27.2696,31.1511,مضيفت اولاد احمد ابو حسين
477,Wanning,CN,66.13,overcast clouds,18.8003,110.3967,Paradise Hotel
479,Atikokan,CA,6.71,snow,48.7555,-91.6216,Quetico Inn (formerly Radisson)
480,Port-Gentil,GA,80.38,clear sky,-0.7193,8.7815,Fengshui Residence
481,Sharjah,AE,75.18,clear sky,25.3573,55.4033,Swiss Belhotel Sharjah
482,Silva Jardim,BR,89.58,light rain,-22.6508,-42.3917,Pousada Ipuca
483,Alofi,NU,75.09,overcast clouds,-19.0595,-169.9187,Taloa Heights
484,Kushmurun,KZ,19.27,overcast clouds,52.4503,64.6311,Gostinitsa Pri Depo
485,Ahipara,NZ,70.86,overcast clouds,-35.1667,173.1667,Ahipara Holiday Park
486,Tashtagol,RU,3.27,few clouds,52.7657,87.8894,коттедж
487,San Rafael,AR,58.93,overcast clouds,-34.6177,-68.3301,Hotel San Rafael
489,Sakakah,SA,58.57,scattered clouds,29.9697,40.2064,Fakhamat Al Orjoana Apartment
490,Tallahassee,US,49.32,broken clouds,30.4383,-84.2807,Four Points by Sheraton Tallahassee Downtown
491,Sungaipenuh,ID,64.89,overcast clouds,-2.0833,101.3833,penginapan citra alam
492,Asyut,EG,57.38,clear sky,27.181,31.1837,فندق ميس إيجيبت Miss Egypt Hotel
494,Strezhevoy,RU,15.78,overcast clouds,60.7333,77.5889,Sibiryachka
495,Marsh Harbour,BS,73.87,clear sky,26.5412,-77.0636,Abaco Beach Resort
496,Ranong,TH,75.63,scattered clouds,9.9658,98.6348,Tinidee Hotel@Ranong
497,Kajaani,FI,21.25,overcast clouds,64.2273,27.7285,Original Sokos Hotel Valjus
498,Pachino,IT,57.6,overcast clouds,36.7186,15.0907,Pietra Bianca B&B
499,Russell,US,44.38,clear sky,32.3502,-85.1999,Macs
500,Jacqueville,CI,87.71,few clouds,5.2052,-4.4146,Hotel Le Martin Pecheur
502,Pinawa,CA,4.06,light snow,50.1489,-95.8811,Pinawa Motel
504,Batesville,US,33.84,clear sky,35.7698,-91.641,"Holiday Inn Express & Suites Batesville, an IHG Hotel"
505,Grado,ES,51.24,few clouds,43.388,-6.0743,El Lacayo de Sestiello
506,Grindavik,IS,28.35,broken clouds,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
507,Maragogi,BR,84.27,broken clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
508,Comodoro Rivadavia,AR,69.66,few clouds,-45.8667,-67.5,Austral Hotel
509,Grevena,GR,47.59,scattered clouds,40.0845,21.4274,Aegli Hotel
510,Letpadan,MM,71.96,scattered clouds,17.7833,95.75,Ko Arkar Lin
512,Tevaitoa,PF,80.6,few clouds,-16.7833,-151.5,Hôtel Raiatea Lodge
513,Inirida,CO,82.47,light rain,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
514,Alenquer,BR,84.54,broken clouds,-1.9417,-54.7383,Detinha Hotel
515,Belmonte,BR,81.1,overcast clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
516,Muravlenko,RU,-9.15,overcast clouds,63.7898,74.523,Hostel Rus Muravlenko
518,Bilma,NE,66.61,clear sky,18.6853,12.9164,Expeditions Ténére voyages
519,Valparaiso,CL,71.83,clear sky,-33.0393,-71.6273,Hotel Ultramar
520,Lishui,CN,41.52,overcast clouds,28.4604,119.9103,Bayi Hotel
522,Pisco,PE,68.05,scattered clouds,-13.7,-76.2167,Hotel San Isidro Oficial
525,Zhengjiatun,CN,1.85,few clouds,43.5064,123.5064,Siping Hexiang Hotel
526,Nguruka,TZ,67.19,light rain,-5.1092,31.0419,RUSULI LODGE
527,Dunedin,NZ,49.8,scattered clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
528,Klaksvik,FO,36.52,overcast clouds,62.2266,-6.589,Airbnb rooms
529,Ust-Tsilma,RU,-9.33,scattered clouds,65.441,52.1498,U Praskov'i
530,Bourail,NC,76.66,scattered clouds,-21.5667,165.4833,Motel Allamanda
531,Altay,CN,7.27,clear sky,47.8667,88.1167,Jinqiao Hotel
532,Vestmannaeyjar,IS,31.19,few clouds,63.4427,-20.2734,Glamping & Camping
533,Makakilo City,US,71.29,clear sky,21.3469,-158.0858,Marriott's Ko Olina Beach Club
535,Benguela,AO,78.87,broken clouds,-12.5763,13.4055,Hotel Praia Morena
536,Bowen,AU,70.02,clear sky,-20.0167,148.2333,Castle Motor Lodge Motel
537,Carballo,ES,57.58,few clouds,43.213,-8.691,Pazo do Souto
538,Navrongo,GH,92.84,few clouds,10.8956,-1.0921,Azakka Hotel
539,Yining,CN,39.22,broken clouds,29.0361,114.5636,Xiushui Hotel
540,Adana,TR,50.52,clear sky,36.985,35.2881,Güney Adana Otel
541,Artigas,UY,91.29,scattered clouds,-30.4,-56.4667,Hotel Casino San Eugenio del Cuareim
542,Huilong,CN,38.03,scattered clouds,31.8111,121.655,Hilton Garden Inn Qidong
543,Magdagachi,RU,0.82,overcast clouds,53.45,125.8,Motopolyana Magdagachi
544,Geraldton,AU,68.41,clear sky,-28.7667,114.6,Broadwater Mariner Resort
545,Nhulunbuy,AU,77.61,overcast clouds,-12.2333,136.7667,East Arnhem Real Estate
546,Puerto Salgar,CO,84.49,overcast clouds,5.463,-74.6544,Hotel Confort
547,Batemans Bay,AU,64.9,overcast clouds,-35.7167,150.1833,Batemans Bay Marina Resort
548,Vegreville,CA,12.74,overcast clouds,53.5001,-112.0518,Wild Rose Inn
549,Juneau,US,39.85,overcast clouds,58.3019,-134.4197,"Baranof Downtown, Bw Signature Collection"
551,Constantine,DZ,56.61,broken clouds,36.365,6.6147,Grand Hotel Cirta
552,Port Blair,IN,80.64,mist,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
553,Tricase,IT,55.81,overcast clouds,39.9304,18.3553,Hotel Adriatico
554,Manado,ID,79.57,scattered clouds,1.487,124.8455,Aryaduta Hotel
555,Pontes E Lacerda,BR,89.31,light rain,-15.2261,-59.3353,Hotel Bressan
556,Port Hardy,CA,40.75,broken clouds,50.6996,-127.4199,Airport Inn-Port Hardy
558,Kavaratti,IN,78.98,scattered clouds,10.5669,72.642,Hotels in Lakshadweep Islands
561,Florence,IT,57.24,few clouds,43.7667,11.25,Italiana Hotels Florence
562,Nanning,CN,52.25,light rain,22.8167,108.3167,Nanning Travelling With Hostel
563,Sao Gabriel Da Cachoeira,BR,78.6,scattered clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
564,Morgan City,US,42.04,clear sky,29.6994,-91.2068,Hampton Inn & Suites Morgan City
565,Turtas,RU,22.57,overcast clouds,58.9417,69.1325,Domashnyaya Gostinitsa
566,Simpang Empat,MY,80.96,overcast clouds,4.95,100.6333,"Fifiey Homestay 1, Selinsing RM160"
567,Rocha,UY,73.31,overcast clouds,-34.4833,-54.3333,Hotel Arrarte
568,Road Town,VG,73.99,thunderstorm with light rain,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
569,Santo Amaro,BR,86.04,overcast clouds,-12.5467,-38.7119,Hotel da Purificação
570,Celestun,MX,74.48,overcast clouds,20.8667,-90.4,Posada Lilia
571,Broome,US,18.21,overcast clouds,42.2506,-75.833,Chenango Valley State Park
572,Virginia Beach,US,41.05,few clouds,36.8529,-75.978,Hilton Virginia Beach Oceanfront
573,Malakal,SS,79.9,overcast clouds,9.5334,31.6605,Nile Palace Hotel
574,Batagay,RU,-42.7,broken clouds,67.6333,134.6333,Gostinitsa Ki'ileekh
575,Tigil,RU,8.19,broken clouds,57.8,158.6667,Tigil'
576,Umea,SE,22.93,fog,63.8284,20.2597,Hotel Avenue | ProfilHotels
577,Mahon,ES,54.16,scattered clouds,39.8885,4.2658,ARTIEM Capri
578,Husavik,IS,12.11,snow,66.0449,-17.3389,Bjarnabúð
579,Ilhabela,BR,85.1,overcast clouds,-23.7781,-45.3581,Ilha Flat Hotel
580,Acapulco,MX,82.58,clear sky,16.8634,-99.8901,HS Hotsson Smart Acapulco
581,Tautira,PF,75.22,scattered clouds,-17.7333,-149.15,Pension Oaoa
582,Waverly,US,21.18,broken clouds,42.7392,-84.6208,"Crowne Plaza Lansing West, an IHG Hotel"
584,Naujoji Akmene,LT,34.41,overcast clouds,56.3167,22.9,"NAUJOJI AKMENĖ, viešbutis-kavinė"
585,Padang,ID,74.57,light rain,-0.9492,100.3543,Mercure Padang
587,Kemise,ET,69.91,clear sky,10.7167,39.8667,Hussen Endris
588,Belyy Yar,RU,-7.71,fog,53.6039,91.3903,Pasportnyy Stol
589,Puerto Leguizamo,CO,82.2,heavy intensity rain,-0.1934,-74.7819,la casona de juancho
590,Dharchula,IN,41.5,clear sky,29.85,80.5333,Mahara Hotel
591,Anadyr,RU,-22.45,clear sky,64.75,177.4833,Отке17.ру — жильё для командированных
592,Oistins,BB,82.49,few clouds,13.0667,-59.5333,Butterfly Beach Hotel
593,Oni,GE,20.73,light snow,42.5794,43.4425,countryside house
594,Pedra,BR,93.49,broken clouds,-8.4969,-36.9408,Pousada Oceanus
595,Port Augusta,AU,76.71,scattered clouds,-32.5,137.7667,Majestic Oasis Apartments
596,Praya,CV,82.94,clear sky,14.9215,-23.5087,LT Aparthotel
597,Irawan,PH,77.25,broken clouds,9.8012,118.6923,Romy's Place
598,Columbus,US,23.4,clear sky,39.9612,-82.9988,DoubleTree Suites by Hilton Hotel Columbus Downtown
599,Pochutla,MX,84.81,clear sky,15.7432,-96.4661,Hotel Posada San Jose
600,Abu Dhabi,AE,71.71,clear sky,24.4667,54.3667,Ramee Garden Hotel Apartments
602,Plettenberg Bay,ZA,71.76,clear sky,-34.0527,23.3716,Thanda Vista B&B
603,Marang,MY,82.31,overcast clouds,5.2056,103.2059,DBarakah Homestay
604,Barcelos,PT,60.91,clear sky,41.5388,-8.6151,Hotel Restaurante Bagoeira
606,Oriximina,BR,87.21,broken clouds,-1.7656,-55.8661,Pousada Tia Amélia
607,Aklavik,CA,-31.97,few clouds,68.2191,-135.0107,Aklavik Inn
608,Jackson,US,29.35,few clouds,42.4165,-122.8345,Agate Village Apartments
609,Isangel,VU,79.29,light rain,-19.55,169.2667,Tanna Lodge
611,Daru,PG,77.74,overcast clouds,-9.0763,143.2092,Daru Lodge
612,Cascais,PT,60.62,few clouds,38.6979,-9.4215,Hotel Vila Galé Cascais
613,Kenai,US,27.09,light snow,60.5544,-151.2583,Aspen Extended Stay Suites
615,Tramore,IE,51.1,scattered clouds,52.1624,-7.1524,Majestic Hotel
616,Paramonga,PE,75.15,scattered clouds,-10.6667,-77.8333,HOSTAL MI CHALET - PARAMONGA
618,Novaya Ladoga,RU,21.02,light snow,60.1025,32.3019,База Отдыха Горизонт
619,Capao Da Canoa,BR,86.45,overcast clouds,-29.7456,-50.0097,Hotel Araçá
620,Thessalon,CA,9.36,broken clouds,46.2501,-83.5666,Carolyn Beach Inn & Restaurant
621,Stornoway,GB,35.56,light rain,58.2093,-6.3865,Caladh Inn
622,Margate,GB,49.69,overcast clouds,51.3813,1.3862,Premier Inn Margate hotel
623,Xichang,CN,45.41,overcast clouds,27.8964,102.2634,Xichang ibis Hotel
624,Odweyne,SO,68.79,overcast clouds,9.4092,45.064,Eng Hiirey House
625,Springdale,US,36.82,clear sky,36.1867,-94.1288,Springdale Inn
626,Patrocinio,BR,81.95,overcast clouds,-18.9439,-46.9925,Guines Palace Hotel 34-99816-3311
627,Teguise,ES,66.42,clear sky,29.0605,-13.564,B&B La Casona de Nazaret
628,Matata,NZ,72.59,overcast clouds,-37.8833,176.75,Matata B&B
629,Marshfield,US,9.34,overcast clouds,44.6689,-90.1718,"Holiday Inn Conference Ctr Marshfield, an IHG Hotel"
630,Razgrad,BG,39.99,clear sky,43.5333,26.5167,Interrum
632,Huron,US,21.0,overcast clouds,41.1501,-82.5499,Meadow Brook Mobile Estates
633,Chimoio,MZ,75.06,scattered clouds,-19.1164,33.4833,Predio Livraria Ahmed
634,Tual,ID,82.99,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
635,Sumy,UA,20.23,snow,50.9216,34.8003,Reikartz
636,Estelle,US,43.05,clear sky,29.8458,-90.1067,Boomtown Casino & Hotel New Orleans
637,Cuamba,MZ,69.89,moderate rain,-14.8031,36.5372,Hotel Vision
638,Flinders,AU,69.39,light rain,-34.5833,150.8552,Shellharbour Resort & Conference Centre
640,Turukhansk,RU,-7.26,overcast clouds,65.8167,87.9833,"ООО ""Туруханская пушнина"""
641,Dali,CN,41.52,light rain,25.7,100.1833,Dali Travelling With Hostel
643,Sturgeon Bay,US,12.6,few clouds,44.8342,-87.377,AmericInn by Wyndham Sturgeon Bay
644,Kaeo,NZ,72.32,overcast clouds,-35.1,173.7833,Bushido Lodge
646,Tayoltita,MX,73.8,clear sky,24.0833,-105.9333,Hotel Rivera Tayoltita
647,Nadym,RU,-15.93,overcast clouds,65.5333,72.5167,Apartment on Zvereva
649,Krasnokamensk,RU,-8.59,overcast clouds,50.0979,118.0369,Tsentral'naya
650,Mangrol,IN,67.51,clear sky,21.1167,70.1167,Hotel The Royal Honours
651,Leshukonskoye,RU,4.48,overcast clouds,64.8989,45.7622,Pryalitsa Hostel
652,Morro Bay,US,61.09,scattered clouds,35.3658,-120.8499,Inn at Morro Bay
653,Santa Isabel Do Rio Negro,BR,79.7,overcast clouds,-0.4139,-65.0192,Hotel GSA
654,Uruana,BR,85.05,moderate rain,-15.4981,-49.6875,Hotel E Restaurante Bom Jesus
655,Uige,AO,77.02,overcast clouds,-7.6087,15.0613,Hotel Catraio
656,Monrovia,LR,89.37,few clouds,6.3005,-10.7969,Sunset Inn
657,Ouro Preto Do Oeste,BR,83.39,overcast clouds,-10.7481,-62.2158,Graúna Resort Hotel
658,Point Pedro,LK,78.48,broken clouds,9.8167,80.2333,Gtr homes
659,Santarem,BR,84.33,few clouds,-2.4431,-54.7083,Ecotur Lodge
660,Alice Springs,AU,60.35,clear sky,-23.7,133.8833,Desert Palms Alice Springs
662,Turinsk,RU,19.94,overcast clouds,58.0458,63.696,hotel Arthur
663,Jaciara,BR,86.81,broken clouds,-15.9653,-54.9683,Taba Hotel
664,Sibinal,GT,57.74,scattered clouds,15.1333,-92.05,"Ecotours, Sibinal San Marcos"
665,Nizhniy Kuranakh,RU,-9.47,overcast clouds,58.8353,125.4869,Park Pobedy
666,Ustye,RU,0.64,broken clouds,59.6304,39.736,Dacha Sofronova
667,Riyadh,SA,60.94,clear sky,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
668,Tres Passos,BR,72.59,moderate rain,-27.4556,-53.9319,Hotel Imperial
669,Vagur,FO,36.77,broken clouds,61.4732,-6.8119,Budget Guesthouse Borgustova
670,Bria,CF,85.14,broken clouds,6.5423,21.9863,WFP Guesthouse
671,Taltal,CL,71.47,few clouds,-25.4,-70.4833,Residencial Karime
675,Byron Bay,AU,66.15,light rain,-28.65,153.6167,Backpackers Inn
677,Monroe,US,18.52,scattered clouds,43.1501,-77.6831,"Staybridge Suites Rochester University, an IHG Hotel"
678,Fomboni,KM,82.92,broken clouds,-12.28,43.7425,Auberge les abou
679,Puerto Del Rosario,ES,69.55,clear sky,28.5004,-13.8627,Hotel JM Puerto del Rosario
680,Gympie,AU,67.17,overcast clouds,-26.1898,152.665,Mary River Motor Inn
681,Harwich,GB,50.56,overcast clouds,51.9419,1.2844,Premier Inn Harwich hotel
682,Salamanca,ES,50.99,clear sky,40.8333,-6.0,Palacio Carrascalino
683,Kuldiga,LV,37.09,overcast clouds,56.974,21.9572,Kuldigas Metropole
684,Along,IN,47.01,overcast clouds,28.1667,94.7667,Hotel West
685,Bulgan,MN,-2.85,scattered clouds,48.8125,103.5347,Unitel Булган салбар
686,Bathsheba,BB,83.01,few clouds,13.2167,-59.5167,Atlantis Hotel
687,Uruacu,BR,86.79,overcast clouds,-14.5247,-49.1408,Cassius Hotel
688,Gulu,UG,78.84,overcast clouds,2.7746,32.299,ACHOLI INN
689,Necochea,AR,65.03,overcast clouds,-38.5473,-58.7368,dyd -mar Hotel
690,Elizabeth City,US,42.03,broken clouds,36.2946,-76.2511,Hampton Inn Elizabeth City
691,Dunkwa,GH,92.57,broken clouds,5.9656,-1.78,Tim Freeman Gold City Hotel
692,Tahoua,NE,82.38,dust,14.8888,5.2692,Bungalows Guesthouse
693,Nogliki,RU,5.23,overcast clouds,51.8333,143.1667,"Hotel ""Nogliki"""
694,Ambilobe,MG,74.46,light rain,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
695,Sunrise Manor,US,51.31,clear sky,36.2111,-115.0731,Comfort Inn & Suites Las Vegas - Nellis
697,Boli,CN,0.27,broken clouds,45.7667,130.5167,The Disabled Recovery Xunlianshi
698,Thai Binh,VN,57.2,overcast clouds,20.45,106.3333,Sweden Hotel
700,Komatsu,JP,32.25,overcast clouds,36.4026,136.4509,APAHOTEL KOMATSU GRAND
701,Anandnagar,IN,53.02,clear sky,27.1,83.2833,Susham's Haveli
702,Carnduff,CA,14.52,overcast clouds,49.1667,-101.8009,Western Star All Suites Hotel Carnduff
704,Wonthaggi,AU,62.67,overcast clouds,-38.6044,145.5913,Wonthaggi Caravans & Trailers
705,Biliran,PH,74.53,broken clouds,11.4667,124.4753,M & M Lodge
